throughput,delay,jitter,packet_loss,availability,label
7.553348365062512,255.50245015668418,73.26983278800707,6.381445683721739,92.98912041204416,Sangat Buruk
19.01921469755733,233.1016529272718,19.266687564272445,4.592924535341931,90.94817775162058,Sangat Buruk
14.66667944204696,146.88465187657303,35.31732974261873,9.644985248639408,91.26359224972217,Sangat Buruk
12.013303835521027,383.99666855581836,66.66478304892401,2.189784509842382,91.80671128180921,Sangat Buruk
3.2047709448044865,312.1432882797459,48.726845107923516,5.8785641599894065,92.03653334364948,Sangat Buruk
3.2042909546904323,526.135545778202,74.11853282485448,7.002100149902226,92.42261809210544,Sangat Buruk
1.2558638821471693,67.66026926513204,96.1595822210631,8.255644893453816,92.55460028963495,Sangat Buruk
17.33690530092121,404.1273601553195,12.538122083804552,4.069710304280071,94.55716345487537,Sangat Buruk
12.062188733689855,469.6218831813586,71.24720392340804,6.869219076574815,95.09573190826042,Sangat Buruk
14.190644298141304,467.71761305356887,23.804071407579336,3.0320147138428277,93.08879208126356,Sangat Buruk
0.5096314364864687,537.3406819025388,42.033196013349354,4.354760923618203,99.07296419920728,Sangat Buruk
19.401206058023686,450.96855855622175,4.253409853718843,8.956271312033993,95.53139723338954,Sangat Buruk
16.665608551928393,560.295533906233,14.454830846977195,9.499076093309544,97.87476928033406,Sangat Buruk
4.325548302497695,232.9611299014903,32.65795161584107,7.188173469272647,99.24237832420843,Buruk
3.718316847421302,326.7651792133487,34.85659472351051,3.7435189077618505,91.63135114575805,Sangat Buruk
3.749749746083333,57.74381480558987,90.05893642974748,8.20057789974664,94.27874483715635,Sangat Buruk
6.1544206348948,53.82667301681017,74.439478017385,0.2586708172542018,94.3321040171461,Sangat Buruk
10.542652989481532,182.06964124833593,97.24611385051706,1.0274591053942106,93.54472250438354,Sangat Buruk
8.695705870978102,105.44395842649689,60.308079523188816,6.613737363753611,90.0890586655164,Sangat Buruk
5.8954598899410335,193.1162523646645,24.929659477040477,2.912485752700574,98.15972107778094,Buruk
12.27587260497535,147.37381199061855,33.43784796224264,9.513862184004777,91.11559321553902,Sangat Buruk
2.8759278269756323,65.68601366125654,32.66375640590474,4.360606120923047,99.95480597921758,Cukup
5.91367850585084,550.1172805233272,33.32293843866191,4.29364820389177,97.72958491911182,Sangat Buruk
7.390600681544464,54.52272226389034,67.62345313806975,6.7807951019093125,95.80010017606514,Buruk
9.175792685919014,454.845179385397,53.54998488095121,7.675685623061897,91.54606417741597,Sangat Buruk
15.72500163172097,133.68133780573407,39.15699363057779,4.755587381251365,95.15392971393247,Buruk
4.073508264951358,551.72629209978,15.759887104142944,2.1400090171172415,92.61108740857809,Sangat Buruk
10.33326532443087,541.0377667744372,3.1917771312724446,7.733086427256216,92.5232252454307,Sangat Buruk
11.889049920354644,409.6456305030915,22.664633081181567,3.2035127487362756,98.29529249382486,Buruk
1.0243632131279548,419.7287823903328,11.639668992899445,1.751107692938576,93.80644423959434,Sangat Buruk
12.190142552838623,52.936528083328696,78.75905805437169,6.316401899250133,94.50723803390804,Sangat Buruk
3.493430061377101,591.6793613624811,12.137297823574652,0.904536669903504,98.42964737780119,Sangat Buruk
1.3945267004070623,532.8079319666979,72.69859549337679,9.713526750860549,90.87790625718843,Sangat Buruk
18.98282219134133,542.3084241515506,39.18021028783218,6.323972644121369,95.9461785309105,Sangat Buruk
19.31607745818373,412.5844953779796,8.26446058463382,9.858955209217559,95.78215681373038,Sangat Buruk
16.187107227517576,239.6328107599951,81.46027489372699,3.3889342347863605,94.25214569266676,Sangat Buruk
6.161814006550076,541.5067569997644,58.38342645342472,9.712051611903979,98.29774641424093,Sangat Buruk
2.0436750687270386,210.3343104831558,24.340389773493733,1.4556224772862358,99.42890061335693,Cukup
13.71623722759192,359.4913488382116,89.57343625893412,0.4069477234702845,94.65335861913611,Sangat Buruk
8.859034625418065,104.85203478913532,5.480573073184594,0.3298406045460256,94.56147050998399,Sangat Buruk
2.5285608734110987,557.0755965730126,20.980141211578527,4.648703705992271,95.02063729670745,Sangat Buruk
9.954020511214276,127.42375177416733,75.45264585278024,0.8300419747859478,97.23124030833061,Buruk
0.784331570192846,173.693243151724,71.22841510067903,5.121678841676017,96.68060290698962,Buruk
18.195476001367762,356.97378697051823,29.637897678723323,3.2750050350890048,92.22834949206887,Sangat Buruk
5.249721633840336,470.25115011713984,7.140462659925529,3.356289924741156,90.63895348599344,Sangat Buruk
13.28419345864424,390.64321826496445,85.94972915026943,6.356089965451698,99.4925412981679,Buruk
6.303050414179277,177.67365204008587,32.05606616892035,1.6309800615162018,92.61069759733704,Sangat Buruk
10.449353621438433,50.51867339011969,20.375628077898256,7.66553370339731,96.38596684690592,Sangat Buruk
10.979534558931263,466.43281916909154,52.090120413736734,5.820309197786347,98.28438002743722,Sangat Buruk
3.7786036649579877,591.8640292511016,91.11249272896228,9.14944628847511,93.00276750547187,Sangat Buruk
19.394734092514714,495.4522161683497,5.311111206494159,3.6484065376752337,96.35433413656929,Sangat Buruk
15.525143184886177,303.1136399861384,76.81460471505788,9.827149920671255,91.07900241149225,Sangat Buruk
18.796028937127364,547.0719937695086,57.674849565932185,5.758276467140232,99.6993144437566,Sangat Buruk
17.907064273510212,275.4162202150925,43.119462538629875,9.734019561875337,90.58158275050626,Sangat Buruk
11.998209578340592,338.7137463339071,74.66396396640094,0.2706065404711533,94.38174673840976,Sangat Buruk
18.445297276960027,312.4213720676258,96.6166180197216,7.279763224123879,95.36819242060024,Sangat Buruk
1.861000790833198,296.1931299660387,23.69141490510641,8.166215242927363,97.90481778663364,Sangat Buruk
4.000058962140989,476.35492311164813,15.221089142139842,0.5317328667648757,91.21128517072421,Sangat Buruk
1.0000230493197075,339.7228989982206,91.37529277704701,5.789696640162457,94.40807973855176,Sangat Buruk
6.5740735821889595,224.19441711386884,67.22635466827306,8.019422935894484,92.99711569543453,Sangat Buruk
7.834678064820691,191.98699221216307,44.36061613463463,5.610387252230727,93.1201071569334,Sangat Buruk
5.499845732300528,70.76102433208837,57.75269745616403,0.6381359040546664,97.78787916065251,Buruk
16.591876432123396,370.7573390356753,74.81577661244816,6.9344724089831145,90.05460945031834,Sangat Buruk
7.199391201202426,176.4787784705688,77.530157971866,0.6059691467330863,97.49083641335966,Buruk
