throughput,delay,jitter,packet_loss,label
311.04959055624636,59.5670655406815,11.395206461000688,0.6031545854419579,NORMAL
76.5262807032524,381.3840065378947,33.04873460781307,3.6028107392892297,MACET
190.99607898451188,78.5110904719071,14.082225404756636,0.0,NORMAL
327.3580739583031,7.630888959941252,17.32824384460777,0.2322671098540393,NORMAL
604.7590424830234,61.826990656388034,10.611095826113399,0.145369301372264,NORMAL
351.9489048064956,41.24918750620169,6.991466938853016,0.8556834553526813,NORMAL
357.30809569260106,49.83416413039621,8.852747730840218,0.41680467397683696,NORMAL
110.44317975023777,6.049481418033679,20.077209266523543,5.590583707607371,MACET
110.93191580269313,432.2641558422916,24.863719857023383,0.2501173593893373,MACET
363.148898323217,81.71366678656747,11.718091447842307,0.0,NORMAL
446.56982357704317,76.63245378780071,14.471661650543808,0.5264993391734207,NORMAL
332.8625981421889,40.723628724463566,11.65631715701782,0.5926635381367078,NORMAL
385.7814302983476,37.68850073941098,15.898581723503504,0.03053761816329653,NORMAL
96.3994939209833,450.5299346838036,45.424540375714514,3.0646407361846273,MACET
174.77171264417368,350.727187798998,90.5844438044001,2.2388275847978725,MACET
406.9637654590537,41.029779486023976,10.458803882677511,0.0,NORMAL
73.27917731632473,75.7419193778496,28.1611250695312,7.231133851313681,MACET
335.320511768545,34.9472886924639,14.57701058851037,0.3986253328979053,NORMAL
168.59310667748883,326.3329940932249,35.360671803331336,7.019376508321925,MACET
368.6313477494274,6.094551556036443,11.480601385322881,0.37831658165396675,NORMAL
187.5859161949224,60.36553831666299,8.022417742098533,0.21325894305901738,NORMAL
387.09714306671924,62.12152570443615,19.43092950605265,0.35237334384955166,NORMAL
398.5159356390688,0.0,4.637340827821712,0.002224146179042874,NORMAL
404.81841679528213,123.89726337455858,9.038195176094387,0.39046420270008375,NORMAL
427.1856771349315,49.77859550166281,13.83648419353202,0.0,NORMAL
139.55159735215233,163.59188178078915,61.041914664041485,0.7944468116231569,MACET
55.96795907351154,311.53424228768574,32.5985127669501,7.769487825025859,MACET
407.9721092070113,34.895730376514024,2.246682844669337,0.3205688924418082,NORMAL
126.81680161910326,162.79636031080838,49.30822323942603,4.51718786941081,MACET
337.339736613101,40.338154513829735,14.067586086848348,0.0,NORMAL
168.19432622085526,680.8744074403999,35.132635632566604,4.382399848713485,MACET
112.99413971242117,417.27343076659656,21.445739336828773,1.038630160747171,MACET
130.88204227555724,482.56061954701653,43.39432404248312,7.542204297729916,MACET
423.4457978638945,28.569457459208966,19.328872555723784,0.44214987627353625,NORMAL
136.72505324400228,156.82541070578694,28.732308630041075,1.6087158406384097,MACET
148.16880646221608,361.91713904047475,52.33090239991735,10.690378947961843,MACET
